UUID,Subject,Class,Teacher
2eaa35aa-2d38-4049-8492-416f59c5c803e23e64d8-dc01-4d14-a344-291ec0155ec9,34931edf-de9a-43e0-b9f9-1c66f584115e,e18490ab-e1e5-4985-8d2e-2cc396d4e705
e43867fe-8daf-4fc7-bcf0-ef5cbae8dd776a0c92bc-878e-45e2-84a2-22d41ed4ff07,34931edf-de9a-43e0-b9f9-1c66f584115e,aaa56dad-2e16-447b-b07f-9112e08e3aa9
e4fa76c4-b1fa-47d0-9b7f-69befa57ebeb6a0c92bc-878e-45e2-84a2-22d41ed4ff07,34931edf-de9a-43e0-b9f9-1c66f584115e,aeec5c97-8170-4010-a68e-37227b0bbbf0
0b98e4d0-fd6f-4369-855f-94b2db8ac379e23e64d8-dc01-4d14-a344-291ec0155ec9,34931edf-de9a-43e0-b9f9-1c66f584115e,fab46365-8a74-4992-a510-e3cb3bd71e80
e1fa8293-9187-4786-8895-f22aad7290a46a0c92bc-878e-45e2-84a2-22d41ed4ff07,34931edf-de9a-43e0-b9f9-1c66f584115e,b11495ff-8a69-40c9-82e7-754e383bf32e
a2df04bb-2b96-4baa-a091-0c65f2e0daa30b23c037-8662-4639-87b8-40bc0975ab93,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,50a9562f-05a2-4dea-97fb-cf27ff41feb5
5456255c-e032-40c4-baef-d9f94d5d464f0b23c037-8662-4639-87b8-40bc0975ab93,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,50a9562f-05a2-4dea-97fb-cf27ff41feb5
034a1799-5725-4257-9e1d-1afc8d8173621964ddb9-da4e-4233-84b9-c2229faf66f5,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,0c0c403f-06dc-4615-aa60-51fbf336ecda
f6550cad-9d61-4596-867b-2e0afcbafdca1964ddb9-da4e-4233-84b9-c2229faf66f5,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,c020c5dd-b7f9-4600-8a0f-6d0565c9eb36
cd80549b-0252-461e-bed9-6d6c888230431420233b-e1f9-4dd8-a79e-dc328049722e,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,b97c1955-75a7-4a01-bc6d-de0cc7a91b9a
cb3ca90b-54a3-43f6-9679-c79102da4a3e1964ddb9-da4e-4233-84b9-c2229faf66f5,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,a187d7ed-9a43-4127-9452-8c947095d612
dad97bf0-9e25-41f6-bc82-2361e8b061ad0b23c037-8662-4639-87b8-40bc0975ab93,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,b11495ff-8a69-40c9-82e7-754e383bf32e
aa298047-aa1b-46b2-8de7-cce4a680129d1420233b-e1f9-4dd8-a79e-dc328049722e,e92ef9ad-5fbd-457b-b27c-7687e50f8a0b,0587562d-f0c2-48cc-9ce9-d2efd6d85ab8
14f00148-081d-4586-9f54-d092d91058a89e3209e2-2764-4c3e-8281-40feef235a1b,f2467c27-933c-4625-8b48-4725e0c4b88a,60475183-19e9-4dfc-bcbe-969bdb0f4bf4
26ee3476-5a04-4412-8479-0b9d0a136cd99e3209e2-2764-4c3e-8281-40feef235a1b,f2467c27-933c-4625-8b48-4725e0c4b88a,aaa56dad-2e16-447b-b07f-9112e08e3aa9
663771c8-f67a-468f-be36-f1e8c41104a762670e44-2c0a-4d85-82c4-42c757a6e6f1,f2467c27-933c-4625-8b48-4725e0c4b88a,60735738-14ab-4123-90d7-48f399263e09
a1dd409b-3a39-42a7-8f52-037a16e03f183fd205e0-76d5-4490-9cd8-ad4bcacaea64,f2467c27-933c-4625-8b48-4725e0c4b88a,fab46365-8a74-4992-a510-e3cb3bd71e80
6887983d-459f-4994-b45e-5fcc2653301862670e44-2c0a-4d85-82c4-42c757a6e6f1,f2467c27-933c-4625-8b48-4725e0c4b88a,0587562d-f0c2-48cc-9ce9-d2efd6d85ab8
b5378116-f2ff-4891-ad30-0109cb5ca1e49e3209e2-2764-4c3e-8281-40feef235a1b,f2467c27-933c-4625-8b48-4725e0c4b88a,b01bee5d-d2cf-414e-9446-e4f3fb4f60e5
ee3d702b-fd7d-4d40-bf25-94df7d7ee6ac9e3209e2-2764-4c3e-8281-40feef235a1b,f2467c27-933c-4625-8b48-4725e0c4b88a,bfdc3ccc-3506-403a-bc55-e3335ab6011c
0e8a9e6e-63a1-4b45-b7c4-871ed4a2dfba62670e44-2c0a-4d85-82c4-42c757a6e6f1,f2467c27-933c-4625-8b48-4725e0c4b88a,b6a5e9e1-6471-4ad1-a776-1754b08372e6
ab058729-bf50-49ac-85c4-09489872367f62670e44-2c0a-4d85-82c4-42c757a6e6f1,f2467c27-933c-4625-8b48-4725e0c4b88a,b97c1955-75a7-4a01-bc6d-de0cc7a91b9a
1cfa16f8-d2a5-4b0a-8150-80565510db263c21e7c4-582f-4454-9f8d-4fab5838bb9a,f0e07907-2800-4107-9b55-69144fb8b868,0c0c403f-06dc-4615-aa60-51fbf336ecda
bbdf60f4-81f0-4f43-81a8-89b7f2ee9e0c93f19e19-afc7-418f-aec6-3e6079318127,f0e07907-2800-4107-9b55-69144fb8b868,ed38279a-7421-4af9-8b95-d79d0ee0f513
9b3d1d93-f179-43e8-adad-e864b258a4983c21e7c4-582f-4454-9f8d-4fab5838bb9a,f0e07907-2800-4107-9b55-69144fb8b868,a33806f0-af48-4193-b6b2-22a6ee5bbc0e
2c1a8e56-4aff-4a9c-a7c4-75e02020439c93f19e19-afc7-418f-aec6-3e6079318127,f0e07907-2800-4107-9b55-69144fb8b868,b6a5e9e1-6471-4ad1-a776-1754b08372e6
f23a8007-6370-49cb-bda7-384c91f1d52793f19e19-afc7-418f-aec6-3e6079318127,f0e07907-2800-4107-9b55-69144fb8b868,b6a5e9e1-6471-4ad1-a776-1754b08372e6
69d3c3fa-1e4a-4fd2-a25e-a4687164eb701bf43ff6-a3f0-4294-8781-f1a0f3890726,f0e07907-2800-4107-9b55-69144fb8b868,4fe84e70-7d4a-4923-8333-e2a2522e19fd
3e46c3bc-ab74-4bd8-9bf6-8612518701001bf43ff6-a3f0-4294-8781-f1a0f3890726,f0e07907-2800-4107-9b55-69144fb8b868,fe00044a-9705-4640-9868-19df3376493d
61e8e9c9-5460-419b-b3e6-635e2299ba1e93f19e19-afc7-418f-aec6-3e6079318127,f0e07907-2800-4107-9b55-69144fb8b868,fcbdeef1-aab3-4cce-b35b-abcff7bd68f6
916eb4d3-253e-4c95-966b-28f67fe62b7493f19e19-afc7-418f-aec6-3e6079318127,f0e07907-2800-4107-9b55-69144fb8b868,b97c1955-75a7-4a01-bc6d-de0cc7a91b9a
6d5ca33d-a74c-426e-89b4-15f53e0687172ed35424-850d-469f-8347-aea84a4bf864,1a617419-5112-4742-8a03-74a02ad0952c,e947d944-b584-4caf-b8bd-0171c861e317
0bc80e49-43ae-4add-b5a6-c2ecd661bfe02ed35424-850d-469f-8347-aea84a4bf864,1a617419-5112-4742-8a03-74a02ad0952c,17ecddae-d490-4325-bf3b-53e8dacf6fff
3911021e-e570-4244-b7a1-52330cd987112ed35424-850d-469f-8347-aea84a4bf864,1a617419-5112-4742-8a03-74a02ad0952c,e18490ab-e1e5-4985-8d2e-2cc396d4e705
56392ac6-33af-460b-989a-21c177c680f0af2a747f-b5f5-4338-bae4-9042f991f4a1,1a617419-5112-4742-8a03-74a02ad0952c,30b6eb83-a7f0-4f9d-a75b-b178f68bb1f6
72a8b94c-9f1a-446f-b440-23241dfccebb58c4a9b4-1f07-4ab3-bb23-5456028d1dfd,1a617419-5112-4742-8a03-74a02ad0952c,54c6b717-4d1d-4b94-aced-01aa7dfa9272
